Number of Records,Recipient RECORD NUMBER,Vendor USED RECORD NUMBER,X,Y
1,832,7,-79.529319,35.940875
1,833,6,-79.529319,35.940875
1,834,4,-79.529319,35.940875
1,835,3,-79.31601,35.947174
1,836,6,-79.34778,36.090812
1,837,1,-79.46051,36.096772
1,838,1,-79.537006,36.088634
1,839,4,-79.480265,36.087039
1,840,1,-79.480265,36.087039
1,841,6,-79.481621,36.179982
1,842,1,-79.537006,36.088634
1,843,3,-79.284633,36.076185
1,844,1,-79.284633,36.076185
1,845,4,-79.268185,36.130802
1,846,3,-79.268185,36.130802
1,847,10,-79.533596,36.06997
1,848,4,-79.273948,35.986441
1,849,2,-79.408113,36.034178
1,850,4,-79.413503,36.065736
1,851,8,-79.287252,35.883706
1,852,5,-79.458925,36.235526
1,853,10,-79.475013,36.089464
1,854,4,-79.459065,36.234279
1,855,6,-79.501607,36.112851
1,856,3,-79.521716,36.136189
1,857,8,-79.312067,35.993271
1,858,10,-79.383768,35.992124
1,859,6,-79.521716,36.136189
1,860,7,-79.458925,36.235526
1,861,9,-79.355284,36.038093
1,862,3,-79.413503,36.065736
1,863,1,-79.501607,36.112851
1,864,7,-79.287252,35.883706
1,865,4,-79.522597,36.178395
1,866,8,-79.378719,36.038452
1,867,10,-79.480319,36.064448
1,868,9,-79.475675,36.088467
1,869,10,-79.312067,35.993271
1,870,7,-79.374779,36.059702
1,871,3,-79.475013,36.089464
1,872,7,-79.339753,36.09318
1,873,7,-79.383768,35.992124
1,874,5,-79.50611,36.084168
1,875,10,-79.355284,36.038093
1,876,6,-79.50611,36.084168
1,877,6,-79.391209,36.087499
1,878,9,-79.337343,36.075114
1,879,9,-79.337343,36.075114
1,880,9,-79.291328,36.083389
1,881,5,-79.466068,35.940777
1,882,5,-79.447037,36.094734
1,883,6,-79.45249,36.081978
1,884,2,-79.279172,36.082339
1,885,9,-79.279172,36.082339
1,886,6,-79.536978,36.07794
1,887,2,-79.482203,36.062982
1,888,10,-79.425221,36.095416
1,889,8,-79.425221,36.095416
1,890,4,-79.416699,36.091867
1,891,9,-79.52759,36.09845
1,892,8,-79.52759,36.09845
1,893,8,-79.409108,36.090565
1,894,8,-79.419247,36.066726
1,895,4,-79.419247,36.066726
1,896,5,-79.311809,36.165273
1,897,7,-79.311809,36.165273
1,898,6,-79.53508,36.114974
1,899,6,-79.53508,36.114974
1,900,1,-79.410926,36.066938
1,901,2,-79.532788,36.110421
1,902,7,-79.522885,36.097276
1,903,1,-79.421672,36.089658
1,904,6,-79.531915,36.077615
1,905,5,-79.532144,36.058204
1,906,4,-79.531915,36.077615
1,907,10,-79.41132,36.09187
1,908,10,-79.41132,36.09187
1,909,10,-79.41132,36.09187
1,910,6,-79.458065,36.122963
1,911,1,-79.456551,36.074997
1,912,4,-79.290528,36.082138
1,913,3,-79.495945,36.023833
1,914,3,-79.332183,36.027451
1,915,6,-79.289707,36.076733
1,916,1,-79.291116,36.09636
1,917,2,-79.414141,36.063223
1,918,2,-79.483014,36.090621
1,919,2,-79.326607,35.955471
1,920,7,-79.471517,36.079619
1,921,10,-79.414141,36.063223
1,922,5,-79.268474,36.078955
1,923,6,-79.465028,36.101166
1,924,1,-79.326607,35.955471
1,925,5,-79.388823,36.050197
1,926,4,-79.416431,36.07781
1,927,9,-79.295553,36.107095
1,928,3,-79.295553,36.107095
1,929,10,-79.261208,36.236519
1,930,7,-79.261208,36.236519
1,931,2,-79.427548,36.055035
1,932,9,-79.261208,36.236519
1,933,9,-79.446453,36.096076
1,934,7,-79.27703,36.071176
1,935,3,-79.272508,36.095861
1,936,8,-79.272508,36.095861
1,937,2,-79.465885,36.093713
1,938,1,-79.373778,36.060335
1,939,6,-79.465885,36.093713
1,940,9,-79.48544,36.061687
1,941,6,-79.48544,36.061687
1,942,6,-79.429125,36.058465
1,943,3,-79.386539,36.022054
1,944,8,-79.380914,36.062416
1,945,10,-79.429125,36.058465
1,946,10,-79.45098,36.070074
1,947,9,-79.414337,36.064961
1,948,4,-79.39543,36.036321
1,949,6,-79.431537,35.882342
1,950,6,-79.431537,35.882342
1,951,9,-79.39543,36.036321
1,952,8,-79.431537,35.882342
1,953,7,-79.386539,36.022054
1,954,1,-79.272874,36.120569
1,955,2,-79.53624,36.075727
1,956,8,-79.53624,36.075727
1,957,3,-79.380871,36.062377
1,958,6,-79.263481,36.07959
1,959,1,-79.388129,36.048706
1,960,4,-79.263481,36.07959
1,961,5,-79.426224,36.095356
1,962,7,-79.442981,36.14412
1,963,3,-79.442981,36.14412
1,964,7,-79.41885,36.018115
1,965,7,-79.289185,36.084824
1,966,10,-79.280227,36.083268
1,967,10,-79.2815,36.130479
1,968,8,-79.2815,36.130479
1,969,10,-79.26516,36.084432
1,970,3,-79.26516,36.084432
1,971,3,-79.522711,36.060466
1,972,10,-79.482403,36.109718
1,973,4,-79.508564,36.062242
1,974,6,-79.358179,36.121577
1,975,7,-79.269588,36.128495
1,976,5,-79.523686,36.083534
1,977,10,-79.43359,36.079636
1,978,10,-79.385555,36.092954
1,979,8,-79.523686,36.083534
1,980,1,-79.269588,36.128495
1,981,1,-79.31391,36.054558
1,982,8,-79.434531,36.036445
1,983,9,-79.434531,36.036445
1,984,5,-79.31391,36.054558
1,985,8,-79.418573,36.031082
1,986,4,-79.442543,36.096836
1,987,8,-79.268594,36.081974
1,988,6,-79.268594,36.081974
1,989,2,-79.477672,36.093502
1,990,10,-79.418824,36.027738
1,991,2,-79.26339,36.152812
1,992,5,-79.471756,36.103373
1,993,1,-79.461241,36.066745
1,994,5,-79.427014,35.987156
1,995,10,-79.5215,36.129975
1,996,9,-79.277818,35.947648
1,997,4,-79.5215,36.129975
1,998,4,-79.42392,36.094462
1,999,5,-79.402654,36.075857
1,1000,2,-79.43864,36.139097
1,1001,4,-79.351617,36.024392
1,1002,1,-79.26339,36.152812
1,1003,1,-79.402654,36.075857
1,1004,5,-79.266114,36.155933
1,1005,7,-79.26339,36.152812
1,1006,3,-79.293577,36.02334
1,1007,9,-79.279375,36.083357
1,1008,3,-79.401855,36.045224
1,1009,9,-79.414698,36.034115
1,1010,5,-79.39046,36.049454
1,1011,9,-79.26339,36.152812
1,1012,5,-79.269996,36.080066
1,4522,1,-79.372331,35.869591
1,3044,1,-79.471409,35.876819
1,3948,1,-79.362569,35.878296
1,3949,1,-79.362569,35.878296
1,3937,1,-79.367869,35.878726
1,1504,1,-79.46532,35.885091
1,2933,1,-79.305249,35.888372
1,1811,1,-79.27752,35.895398
1,4582,1,-79.360427,35.900927
1,3627,1,-79.541461,35.921616
1,3492,1,-79.541863,35.922684
1,2070,1,-79.466972,35.925176
1,2752,1,-79.399699,35.927256
1,1035,1,-79.525224,35.929336
1,3478,1,-79.473074,35.931216
1,2216,1,-79.331508,35.936321
1,4769,1,-79.329603,35.936775
1,2156,1,-79.430553,35.937994
1,2839,1,-79.466187,35.940528
1,1498,1,-79.341867,35.941045
1,3993,1,-79.292139,35.942367
1,3102,1,-79.39028,35.949131
1,3798,1,-79.305755,35.951459
1,4869,1,-79.453539,35.952862
1,3357,1,-79.361527,35.95324
1,2246,1,-79.516804,35.958912
1,3525,1,-79.278425,35.963427
1,2573,1,-79.358545,35.964762
1,3125,1,-79.460165,35.96687
1,3950,1,-79.304638,35.967664
1,2823,1,-79.45905,35.968029
1,1077,1,-79.361479,35.969278
1,4434,1,-79.398623,35.971056
1,4868,1,-79.410551,35.975186
1,1070,1,-79.293359,35.9783
1,1186,1,-79.273711,35.98124
1,4452,1,-79.477454,35.982151
1,4453,1,-79.477454,35.982151
1,1057,1,-79.446542,35.982294
1,4009,1,-79.340466,35.98253
1,1104,1,-79.538215,35.983125
1,3713,1,-79.357575,35.984281
1,4479,1,-79.310508,35.991186
1,1676,1,-79.291316,35.991187
1,2484,1,-79.506582,35.993231
1,4346,1,-79.428567,35.995834
1,2799,1,-79.438185,36.001871
1,3689,1,-79.379943,36.002737
1,4469,1,-79.40047,36.003389
1,1870,1,-79.422356,36.003592
1,4437,1,-79.389088,36.004955
1,4953,1,-79.371492,36.006439
1,2873,1,-79.315861,36.006886
1,2449,1,-79.4175,36.013683
1,1319,1,-79.359551,36.013777
1,4005,1,-79.522319,36.01458
1,3032,1,-79.493813,36.018814
1,1423,1,-79.419867,36.020993
1,1656,1,-79.385809,36.021276
1,3115,1,-79.413091,36.022037
1,4165,1,-79.421591,36.024059
1,1369,1,-79.495025,36.025199
1,1554,1,-79.353499,36.025342
1,2490,1,-79.332878,36.025516
1,1031,1,-79.332522,36.025721
1,1486,1,-79.30553,36.027324
1,1879,1,-79.49498,36.027623
1,3659,1,-79.28048,36.027778
1,2354,1,-79.327839,36.028889
1,2379,1,-79.327839,36.028889
1,1020,1,-79.340694,36.029299
1,1678,1,-79.416444,36.029904
1,3104,1,-79.34018,36.030658
1,4919,1,-79.279565,36.031122
1,3047,1,-79.309011,36.031515
1,3161,1,-79.372907,36.032321
1,3499,1,-79.334586,36.03319
1,3784,1,-79.357098,36.033524
1,3730,1,-79.373517,36.033605
1,2533,1,-79.406983,36.034222
1,4690,1,-79.404531,36.034423
1,1917,1,-79.354389,36.035311
1,1281,1,-79.376016,36.036427
1,3348,1,-79.277415,36.037267
1,3040,1,-79.316947,36.03738
1,4124,1,-79.486381,36.037548
1,4761,1,-79.445039,36.038093
1,3187,1,-79.47657,36.038234
1,4859,1,-79.47657,36.038234
1,2475,1,-79.330154,36.038677
1,1222,1,-79.434174,36.038961
1,1039,1,-79.402514,36.039486
1,3690,1,-79.40009,36.040197
1,2454,1,-79.328869,36.040415
1,1743,1,-79.404294,36.040907
1,1193,1,-79.30878,36.042521
1,3522,1,-79.405128,36.043758
1,2612,1,-79.518359,36.043974
1,3045,1,-79.523372,36.048875
1,2966,1,-79.532189,36.050053
1,2967,1,-79.532189,36.050053
1,4407,1,-79.538686,36.050347
1,1744,1,-79.532668,36.050832
1,3006,1,-79.395061,36.051341
1,1334,1,-79.537156,36.051947
1,1439,1,-79.428212,36.052131
1,1411,1,-79.531347,36.052687
1,1053,1,-79.425801,36.052731
1,1150,1,-79.303058,36.053204
1,1156,1,-79.303058,36.053204
1,2211,1,-79.390043,36.053412
1,2552,1,-79.478198,36.053548
1,2214,1,-79.406664,36.054389
1,3934,1,-79.381214,36.054616
1,2129,1,-79.532523,36.054684
1,3204,1,-79.476507,36.054975
1,2993,1,-79.426266,36.055072
1,1346,1,-79.50716,36.055768
1,1967,1,-79.426533,36.056289
1,2661,1,-79.432159,36.056306
1,4402,1,-79.533221,36.056631
1,3469,1,-79.53067,36.057525
1,1283,1,-79.378021,36.058425
1,3875,1,-79.532137,36.059302
1,1899,1,-79.285431,36.059576
1,4066,1,-79.484936,36.060071
1,3090,1,-79.483903,36.060815
1,3046,1,-79.284161,36.062115
1,2867,1,-79.508564,36.062242
1,3110,1,-79.508564,36.062242
1,3481,1,-79.508564,36.062242
1,2747,1,-79.477134,36.062906
1,2569,1,-79.481902,36.062924
1,1623,1,-79.371201,36.063192
1,3015,1,-79.409224,36.063626
1,2219,1,-79.414396,36.063892
1,3922,1,-79.423281,36.063969
1,4389,1,-79.478685,36.064432
1,1954,1,-79.453697,36.065914
1,4338,1,-79.293804,36.06625
1,3165,1,-79.419156,36.066429
1,2025,1,-79.490539,36.066519
1,3931,1,-79.295256,36.066546
1,1926,1,-79.404628,36.067027
1,3947,1,-79.382884,36.067431
1,4789,1,-79.388753,36.067691
1,1995,1,-79.384845,36.068395
1,1128,1,-79.266496,36.068559
1,3352,1,-79.262529,36.069154
1,2218,1,-79.396141,36.069272
1,3506,1,-79.463621,36.069648
1,1804,1,-79.408692,36.069971
1,4158,1,-79.528704,36.069987
1,4782,1,-79.417571,36.070199
1,4439,1,-79.484422,36.070387
1,2564,1,-79.525814,36.070591
1,1882,1,-79.485128,36.070694
1,2884,1,-79.382456,36.070867
1,4114,1,-79.261212,36.071248
1,4937,1,-79.470349,36.071339
1,3793,1,-79.529441,36.071425
1,3330,1,-79.324572,36.07148
1,2312,1,-79.386771,36.071618
1,3313,1,-79.486215,36.071876
1,1888,1,-79.46213,36.07198
1,1740,1,-79.481941,36.072516
1,4234,1,-79.276341,36.07291
1,3109,1,-79.458015,36.072941
1,4885,1,-79.315905,36.072942
1,4277,1,-79.261138,36.073056
1,4521,1,-79.331496,36.073159
1,1285,1,-79.289327,36.073196
1,1331,1,-79.501739,36.073238
1,4764,1,-79.276763,36.073556
1,3383,1,-79.415243,36.073565
1,3963,1,-79.31512,36.074103
1,4055,1,-79.470239,36.074344
1,1555,1,-79.469745,36.074372
1,4888,1,-79.438007,36.074421
1,1303,1,-79.530472,36.074487
1,3212,1,-79.439482,36.074671
1,4588,1,-79.398575,36.074944
1,4269,1,-79.449522,36.07495
1,4184,1,-79.512558,36.075831
1,3417,1,-79.483829,36.075875
1,4480,1,-79.525736,36.075884
1,3590,1,-79.393933,36.075917
1,4020,1,-79.474722,36.075946
1,2852,1,-79.50471,36.076195
1,2443,1,-79.51025,36.076223
1,2058,1,-79.310695,36.077096
1,1621,1,-79.494588,36.077106
1,2977,1,-79.471698,36.077338
1,3242,1,-79.399454,36.077389
1,2814,1,-79.434636,36.07753
1,1244,1,-79.386453,36.077792
1,2905,1,-79.268695,36.078173
1,3653,1,-79.474626,36.078222
1,4419,1,-79.458874,36.078319
1,1167,1,-79.264128,36.078335
1,4493,1,-79.285657,36.078346
1,2090,1,-79.280986,36.078352
1,3529,1,-79.268005,36.078909
1,4087,1,-79.449453,36.078925
1,4679,1,-79.536076,36.079045
1,1330,1,-79.310955,36.079191
1,2932,1,-79.283136,36.07978
1,2869,1,-79.271548,36.080439
1,3072,1,-79.466252,36.080498
1,1580,1,-79.410523,36.080548
1,2702,1,-79.407177,36.08075
1,4701,1,-79.410127,36.081117
1,3209,1,-79.467332,36.081461
1,4992,1,-79.493297,36.082115
1,4877,1,-79.26555,36.082583
1,1218,1,-79.438426,36.082666
1,3854,1,-79.41384,36.082758
1,4201,1,-79.418165,36.083138
1,1159,1,-79.525084,36.083172
1,4832,1,-79.494619,36.083201
1,3395,1,-79.279317,36.083476
1,4525,1,-79.32143,36.08358
1,4028,1,-79.437543,36.084031
1,4550,1,-79.493209,36.084536
1,3700,1,-79.432046,36.08458
1,1812,1,-79.478799,36.084672
1,2403,1,-79.457732,36.085709
1,1261,1,-79.394933,36.086155
1,1262,1,-79.394933,36.086155
1,3508,1,-79.506516,36.086159
1,3101,1,-79.503139,36.086309
1,4940,1,-79.503545,36.086412
1,1877,1,-79.278807,36.086686
1,2795,1,-79.514809,36.08811
1,1798,1,-79.530289,36.088116
1,1842,1,-79.501252,36.088315
1,3114,1,-79.472884,36.088642
1,3128,1,-79.472884,36.088642
1,1123,1,-79.513635,36.088668
1,2503,1,-79.53328,36.088768
1,1605,1,-79.488935,36.088777
1,1963,1,-79.346339,36.088839
1,1402,1,-79.528191,36.088972
1,4107,1,-79.447035,36.089035
1,4370,1,-79.489151,36.089253
1,4012,1,-79.424182,36.089423
1,4599,1,-79.279912,36.089714
1,1734,1,-79.515197,36.089722
1,3785,1,-79.501247,36.089859
1,1759,1,-79.450901,36.089861
1,4221,1,-79.515732,36.090065
1,2669,1,-79.398835,36.090278
1,1708,1,-79.474846,36.091583
1,4520,1,-79.389217,36.091682
1,1034,1,-79.44629,36.091718
1,1377,1,-79.519645,36.091898
1,3927,1,-79.268234,36.092084
1,3682,1,-79.438464,36.092237
1,3488,1,-79.268143,36.092253
1,4671,1,-79.274561,36.092767
1,1766,1,-79.531183,36.093136
1,3732,1,-79.417889,36.093219
1,4327,1,-79.529005,36.093726
1,1645,1,-79.525516,36.093761
1,3082,1,-79.518243,36.09381
1,3086,1,-79.518243,36.09381
1,2593,1,-79.474858,36.093977
1,3340,1,-79.521552,36.094429
1,3715,1,-79.478114,36.094887
1,3256,1,-79.274142,36.09503
1,1180,1,-79.423623,36.095381
1,4199,1,-79.321718,36.095578
1,1677,1,-79.474263,36.09596
1,4890,1,-79.399805,36.096342
1,2173,1,-79.453869,36.096455
1,1713,1,-79.510455,36.096587
1,2592,1,-79.469438,36.096642
1,1772,1,-79.532495,36.096803
1,3754,1,-79.528925,36.09683
1,1175,1,-79.383342,36.097665
1,4634,1,-79.46683,36.097893
1,2149,1,-79.447899,36.097992
1,1898,1,-79.444527,36.098549
1,4837,1,-79.423477,36.098605
1,3323,1,-79.46278,36.098873
1,3305,1,-79.386772,36.099186
1,4897,1,-79.268554,36.099358
1,3920,1,-79.528085,36.099577
1,4708,1,-79.526642,36.099832
1,1239,1,-79.26816,36.100086
1,1450,1,-79.538427,36.100223
1,3520,1,-79.524471,36.100408
1,4552,1,-79.471575,36.100642
1,4274,1,-79.474699,36.100719
1,3755,1,-79.425088,36.100793
1,3367,1,-79.387007,36.101399
1,4319,1,-79.398,36.10148
1,1659,1,-79.470548,36.101538
1,3843,1,-79.527591,36.101912
1,4071,1,-79.403612,36.102679
1,4072,1,-79.403612,36.102679
1,2634,1,-79.372321,36.102679
1,4369,1,-79.470628,36.102688
1,4457,1,-79.472682,36.102724
1,2080,1,-79.431919,36.102988
1,1717,1,-79.27016,36.103014
1,3769,1,-79.270137,36.103699
1,2656,1,-79.355316,36.103716
1,4065,1,-79.524586,36.103754
1,1683,1,-79.440499,36.104052
1,1686,1,-79.440499,36.104052
1,4728,1,-79.274443,36.104568
1,1887,1,-79.386459,36.104885
1,4145,1,-79.412746,36.106311
1,4147,1,-79.412746,36.106311
1,3777,1,-79.26201,36.107225
1,3247,1,-79.270653,36.107687
1,2953,1,-79.435306,36.108362
1,4811,1,-79.280189,36.108997
1,1361,1,-79.417315,36.109038
1,1771,1,-79.453953,36.109217
1,4626,1,-79.299544,36.109279
1,2679,1,-79.296406,36.110139
1,2955,1,-79.438404,36.111251
1,2793,1,-79.272888,36.111547
1,3345,1,-79.319673,36.112609
1,3370,1,-79.531934,36.11263
1,4986,1,-79.531848,36.113243
1,2975,1,-79.43702,36.113251
1,1539,1,-79.527904,36.113337
1,1507,1,-79.528801,36.113738
1,1510,1,-79.528801,36.113738
1,3398,1,-79.437472,36.114321
1,3339,1,-79.440359,36.114617
1,1132,1,-79.524125,36.115405
1,1339,1,-79.482571,36.115563
1,4098,1,-79.315217,36.116637
1,4378,1,-79.53426,36.116685
1,1647,1,-79.514831,36.116962
1,1631,1,-79.335897,36.117952
1,1449,1,-79.430391,36.118883
1,1195,1,-79.411384,36.119476
1,3099,1,-79.354487,36.120101
1,3852,1,-79.347311,36.120279
1,3677,1,-79.29598,36.121959
1,4655,1,-79.353612,36.122584
1,3255,1,-79.476365,36.123283
1,3967,1,-79.484381,36.12402
1,1503,1,-79.457179,36.124599
1,1136,1,-79.268987,36.125209
1,1685,1,-79.382561,36.127594
1,1690,1,-79.382561,36.127594
1,4334,1,-79.476998,36.127756
1,2052,1,-79.497303,36.128009
1,2212,1,-79.282605,36.130568
1,1943,1,-79.477034,36.131105
1,2862,1,-79.413204,36.132672
1,3332,1,-79.266462,36.134745
1,3666,1,-79.430219,36.14027
1,3519,1,-79.428555,36.141136
1,3196,1,-79.462441,36.14185
1,4038,1,-79.441889,36.143766
1,4498,1,-79.308969,36.144466
1,1457,1,-79.434148,36.145399
1,2230,1,-79.451186,36.145694
1,4476,1,-79.363248,36.149681
1,2337,1,-79.4565,36.151807
1,4641,1,-79.340296,36.15256
1,1988,1,-79.460034,36.157484
1,4126,1,-79.525654,36.160525
1,1907,1,-79.456086,36.172217
1,2974,1,-79.30935,36.172728
1,2979,1,-79.30935,36.172728
1,1387,1,-79.350704,36.173119
1,4689,1,-79.308946,36.174655
1,3088,1,-79.386986,36.176054
1,3460,1,-79.383782,36.176481
1,4213,1,-79.523895,36.177617
1,3389,1,-79.388177,36.17815
1,3346,1,-79.388776,36.179024
1,3484,1,-79.464815,36.182309
1,2133,1,-79.5268,36.18377
1,1046,1,-79.417471,36.185043
1,4143,1,-79.501268,36.190618
1,2368,1,-79.4712,36.192001
1,2611,1,-79.489724,36.195131
1,3141,1,-79.400089,36.198324
1,4773,1,-79.322855,36.198956
1,4037,1,-79.400471,36.199378
1,3289,1,-79.479478,36.216
1,3390,1,-79.531974,36.216564
1,3319,1,-79.473853,36.218343
1,1529,1,-79.472201,36.223468
1,3230,1,-79.260177,36.225693
1,1784,1,-79.363681,36.226676
1,1459,1,-79.518399,36.241468
1,2642,2,-79.326744,35.845474
1,3019,2,-79.391244,35.853495
1,2559,2,-79.29441,35.87388
1,3143,2,-79.273527,35.877753
1,3940,2,-79.367869,35.878726
1,3033,2,-79.366033,35.880202
1,1502,2,-79.46532,35.885091
1,1227,2,-79.524572,35.893774
1,3929,2,-79.347595,35.915087
1,4999,2,-79.388436,35.922951
1,1958,2,-79.348712,35.925758
1,4922,2,-79.377129,35.925939
1,3639,2,-79.491321,35.930937
1,4306,2,-79.329719,35.936805
1,1345,2,-79.344364,35.937511
1,2153,2,-79.26547,35.937787
1,4301,2,-79.265159,35.939259
1,2334,2,-79.324988,35.940152
1,2835,2,-79.466187,35.940528
1,3008,2,-79.33109,35.942433
1,4691,2,-79.403575,35.946473
1,1357,2,-79.318845,35.947509
1,2919,2,-79.336034,35.950815
1,1419,2,-79.469969,35.951876
1,3792,2,-79.326166,35.957343
1,4077,2,-79.491211,35.96027
1,4033,2,-79.274566,35.965528
1,2802,2,-79.322,35.967992
1,2429,2,-79.435296,35.96831
1,3201,2,-79.270911,35.973917
1,1633,2,-79.326025,35.97837
1,3325,2,-79.363059,35.980017
1,3365,2,-79.342695,35.980193
1,4026,2,-79.491325,35.983244
1,2180,2,-79.425499,35.987131
1,1597,2,-79.309548,35.989918
1,3813,2,-79.330526,35.990724
1,4699,2,-79.508801,35.990889
1,3168,2,-79.453637,35.9938
1,1985,2,-79.373008,35.99811
1,3939,2,-79.340681,35.99919
1,4064,2,-79.38273,35.999224
1,1090,2,-79.458111,35.999647
1,4732,2,-79.37638,36.002482
1,1652,2,-79.380029,36.003212
1,3556,2,-79.420188,36.003422
1,4956,2,-79.385644,36.003568
1,1026,2,-79.322729,36.00474
1,1037,2,-79.322729,36.00474
1,3111,2,-79.391557,36.006679
1,3112,2,-79.391557,36.006679
1,1489,2,-79.294111,36.013299
1,4564,2,-79.410831,36.013449
1,4216,2,-79.361247,36.015408
1,3504,2,-79.5387,36.016252
1,2323,2,-79.357013,36.017095
1,3376,2,-79.442765,36.019602
1,2206,2,-79.315855,36.019863
1,4267,2,-79.494808,36.020573
1,1523,2,-79.314971,36.021104
1,2971,2,-79.308636,36.022386
1,3877,2,-79.392944,36.022533
1,2539,2,-79.389989,36.022563
1,4538,2,-79.491826,36.023182
1,4995,2,-79.497969,36.023262
1,1368,2,-79.495025,36.025199
1,3623,2,-79.491835,36.025781
1,3824,2,-79.420626,36.026216
1,3827,2,-79.420626,36.026216
1,3066,2,-79.315367,36.026314
1,2551,2,-79.450127,36.026549
1,1543,2,-79.41847,36.027519
1,2373,2,-79.343199,36.027673
1,2641,2,-79.28048,36.027778
1,3136,2,-79.375064,36.030404
1,4800,2,-79.497798,36.031563
1,1511,2,-79.369965,36.033178
1,1512,2,-79.369965,36.033178
1,2467,2,-79.39278,36.033381
1,3602,2,-79.411219,36.033904
1,4676,2,-79.404531,36.034423
1,4271,2,-79.393035,36.034733
1,4342,2,-79.387339,36.034975
1,2904,2,-79.350325,36.035559
1,4574,2,-79.385708,36.035743
1,3972,2,-79.351376,36.035917
1,3456,2,-79.47657,36.038234
1,4830,2,-79.27747,36.038861
1,3418,2,-79.426094,36.038904
1,4721,2,-79.40182,36.040742
1,3779,2,-79.407522,36.041617
1,1924,2,-79.43558,36.04163
1,2092,2,-79.410934,36.042302
1,3663,2,-79.404012,36.043849
1,2300,2,-79.379024,36.044771
1,4677,2,-79.411805,36.046062
1,3434,2,-79.412707,36.046302
1,4259,2,-79.356794,36.046576
1,2764,2,-79.411703,36.047033
1,2766,2,-79.411703,36.047033
1,1033,2,-79.41119,36.047332
1,3649,2,-79.378216,36.049072
1,3108,2,-79.391386,36.049583
1,2907,2,-79.394839,36.04976
1,1735,2,-79.403904,36.049791
1,4426,2,-79.357053,36.050491
1,2623,2,-79.299036,36.050581
1,2999,2,-79.403064,36.050832
1,3290,2,-79.435668,36.051636
1,4994,2,-79.379145,36.051896
1,2069,2,-79.531406,36.052569
1,1405,2,-79.531347,36.052687
1,4973,2,-79.391027,36.052972
1,3538,2,-79.531108,36.053302
1,4287,2,-79.530151,36.053487
1,4290,2,-79.530151,36.053487
1,3848,2,-79.31391,36.054558
1,2486,2,-79.4266,36.054662
1,3923,2,-79.474693,36.054712
1,2203,2,-79.534744,36.055615
1,1257,2,-79.377698,36.055755
1,4403,2,-79.533221,36.056631
1,4887,2,-79.532843,36.057606
1,4648,2,-79.531505,36.060108
1,4860,2,-79.290562,36.060275
1,4861,2,-79.290562,36.060275
1,1673,2,-79.483812,36.060611
1,4170,2,-79.477974,36.060775
1,4188,2,-79.477974,36.060775
1,3253,2,-79.281102,36.061304
1,2872,2,-79.275164,36.061746
1,1745,2,-79.508564,36.062242
1,4510,2,-79.508564,36.062242
1,2017,2,-79.279488,36.062289
1,4529,2,-79.282448,36.062305
1,2689,2,-79.28675,36.062353
1,3694,2,-79.405308,36.062537
1,2775,2,-79.379961,36.063336
1,2805,2,-79.49102,36.063348
1,2998,2,-79.409224,36.063626
1,4240,2,-79.491596,36.063697
1,3140,2,-79.421872,36.063791
1,2513,2,-79.422112,36.063797
1,4513,2,-79.398699,36.064169
1,4516,2,-79.398699,36.064169
1,1351,2,-79.423177,36.064853
1,4404,2,-79.481732,36.065424
1,2140,2,-79.387852,36.06677
1,2032,2,-79.406514,36.066825
1,2076,2,-79.488149,36.067737
1,2411,2,-79.397303,36.067845
1,2084,2,-79.419124,36.068152
1,1470,2,-79.409025,36.068868
1,4169,2,-79.425977,36.069138
1,3301,2,-79.262963,36.069456
1,2480,2,-79.468235,36.069546
1,3834,2,-79.525234,36.069935
1,4203,2,-79.528704,36.069987
1,4972,2,-79.382802,36.070567
1,1496,2,-79.40349,36.070793
1,4296,2,-79.40349,36.070793
1,2184,2,-79.459028,36.070813
1,2409,2,-79.479343,36.07099
1,3211,2,-79.533246,36.071093
1,3299,2,-79.27703,36.071176
1,4938,2,-79.470349,36.071339
1,3312,2,-79.486215,36.071876
1,4776,2,-79.446983,36.072263
1,2265,2,-79.481626,36.072687
1,4019,2,-79.434716,36.072809
1,3336,2,-79.396313,36.073112
1,1226,2,-79.368565,36.073235
1,1240,2,-79.368565,36.073235
1,4765,2,-79.276763,36.073556
1,1380,2,-79.396949,36.073692
1,4720,2,-79.262872,36.073835
1,2668,2,-79.316453,36.073877
1,2308,2,-79.472282,36.074115
1,4733,2,-79.416018,36.074275
1,3075,2,-79.495034,36.074449
1,2072,2,-79.510006,36.074481
1,3946,2,-79.423208,36.074596
1,3862,2,-79.370263,36.07464
1,1901,2,-79.484582,36.07511
1,2927,2,-79.30755,36.075385
1,1579,2,-79.365655,36.075709
1,4365,2,-79.281118,36.075835
1,1617,2,-79.427759,36.07621
1,4545,2,-79.269459,36.076226
1,1095,2,-79.462948,36.076477
1,1960,2,-79.438217,36.076959
1,4807,2,-79.469296,36.077268
1,4754,2,-79.510349,36.077353
1,1155,2,-79.423284,36.077529
1,4458,2,-79.402456,36.077576
1,3669,2,-79.470214,36.077611
1,4595,2,-79.476755,36.077638
1,3322,2,-79.284708,36.078389
1,1750,2,-79.469125,36.078906
1,1689,2,-79.449453,36.078925
1,1174,2,-79.460136,36.079057
1,2789,2,-79.468669,36.079653
1,1013,2,-79.269996,36.080066
1,4864,2,-79.466542,36.080382
1,4654,2,-79.279428,36.080643
1,4718,2,-79.416858,36.081639
1,3610,2,-79.459037,36.08214
1,1724,2,-79.432601,36.082449
